Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10
Male	8/21/2014	26	Adolescent	Palestinian	a-Nuseirat R.C.	Gaza Strip	8/21/2014	MISSILE	Israeli security forces
Male	8/20/2014	21	Adolescent	Palestinian	Deir al-Balah	Gaza Strip	8/20/2014	MISSILE	Israeli security forces
Male	8/20/2014	15	Children	Palestinian	Deir al-Balah	Gaza Strip	8/20/2014	MISSILE	Israeli security forces
Male	8/20/2014	11	Children	Palestinian	Deir al-Balah	Gaza Strip	8/20/2014	MISSILE	Israeli security forces
Female	8/20/2014	3	Children	Palestinian	Gaza City	Gaza Strip	8/20/2014	MISSILE	Israeli security forces
Male	8/20/2014	40	Adolescent	Palestinian	Gaza City	Gaza Strip	8/20/2014	MISSILE	Israeli security forces
Male	8/20/2014	55	Adolescent	Palestinian	Gaza City	Gaza Strip	8/20/2014	MISSILE	Israeli security forces
Male	8/20/2014	29	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	8/20/2014	MISSILE	Israeli security forces
Male	8/20/2014	48	Adolescent	Palestinian	Beit Lahiya	Gaza Strip	8/20/2014	MISSILE	Israeli security forces
Male	8/19/2014	19	Adolescent	Palestinian	Gaza City	Gaza Strip	8/19/2014	MISSILE	Israeli security forces
Female	8/19/2014	27	Adolescent	Palestinian	Gaza City	Gaza Strip	8/19/2014	MISSILE	Israeli security forces
Female	8/19/2014	2	Children	Palestinian	Gaza City	Gaza Strip	8/19/2014	MISSILE	Israeli security forces
Male	8/19/2014	13	Children	Palestinian	Gaza City	Gaza Strip	8/19/2014	MISSILE	Israeli security forces
Female	8/19/2014	48	Adolescent	Palestinian	Gaza City	Gaza Strip	8/19/2014	MISSILE	Israeli security forces
Male	8/13/2014	35	Adolescent	Palestinian	Khan Yunis	Gaza Strip	8/13/2014	MISSILE	Israeli security forces
Male	8/11/2014	22	Adolescent	Palestinian	Qabalan	West Bank	8/11/2014	LIVE AMMUNITION	Israeli security forces
Male	8/11/2014	21	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	9/14/2014	MISSILE	Israeli security forces
Male	8/10/2014	35	Adolescent	Palestinian	Jabalya	Gaza Strip	8/10/2014	MISSILE	Israeli security forces
Male	8/10/2014	43	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	8/10/2014	MISSILE	Israeli security forces
Male	8/10/2014	28	Adolescent	Palestinian	Jabalya	Gaza Strip	8/20/2014	MISSILE	Israeli security forces
Male	8/10/2014	24	Adolescent	Palestinian	Jabalya	Gaza Strip	8/20/2014	MISSILE	Israeli security forces
Male	8/10/2014	14	Children	Palestinian	Deir al-Balah	Gaza Strip	8/10/2014	MISSILE	Israeli security forces
Male	8/10/2014	20	Adolescent	Palestinian	Khan Yunis	Gaza Strip	8/10/2014	MISSILE	Israeli security forces
Male	8/10/2014	10	Children	Palestinian	al-Fawar R.C.	West Bank	8/10/2014	LIVE AMMUNITION	Israeli security forces
Male	8/10/2014	23	Adolescent	Palestinian	Khan Yunis	Gaza Strip	8/10/2014	MISSILE	Israeli security forces
Male	8/10/2014	29	Adolescent	Palestinian	Khan Yunis	Gaza Strip	8/19/2014	MISSILE	Israeli security forces
Male	8/9/2014	32	Adolescent	Palestinian	Deir al-Balah	Gaza Strip	8/9/2014	MISSILE	Israeli security forces
Male	8/9/2014	27	Adolescent	Palestinian	Rafah	Gaza Strip	8/9/2014	MISSILE	Israeli security forces
Male	8/9/2014	26	Adolescent	Palestinian	Rafah	Gaza Strip	8/9/2014	MISSILE	Israeli security forces
Male	8/8/2014	18	Adolescent	Palestinian	Psagot	West Bank	8/8/2014	LIVE AMMUNITION	Israeli security forces
Male	8/8/2014	42	Adolescent	Palestinian	Hebron	West Bank	8/9/2014	LIVE AMMUNITION	Israeli security forces
Male	8/5/2014	25	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	8/5/2014	MISSILE	Israeli security forces
Male	8/5/2014	21	Adolescent	Palestinian	Beit Hanoun	Gaza Strip	8/5/2014	MISSILE	Israeli security forces
Male	8/4/2014	22	Adolescent	Palestinian	Rafah	Gaza Strip	8/4/2014	MISSILE	Israeli security forces
Male	8/4/2014	22	Adolescent	Palestinian	a-Shaburah (R.C)	Gaza Strip	8/4/2014	MISSILE	Israeli security forces
Male	8/4/2014	53	Adolescent	Palestinian	Rafah	Gaza Strip	8/4/2014	MISSILE	Israeli security forces
Male	8/4/2014	28	Adolescent	Palestinian	Rafah	Gaza Strip	8/4/2014	MISSILE	Israeli security forces
Male	8/4/2014	19	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	8/4/2014	MISSILE	Israeli security forces
Male	8/4/2014	27	Adolescent	Palestinian	Deir al-Balah	Gaza Strip	8/4/2014	MISSILE	Israeli security forces
Male	8/4/2014	23	Adolescent	Palestinian	Gaza City	Gaza Strip	8/4/2014	MISSILE	Israeli security forces
Male	8/4/2014	19	Adolescent	Palestinian	Gaza City	Gaza Strip	8/4/2014	MISSILE	Israeli security forces
Male	8/4/2014	19	Adolescent	Palestinian	JerusaleMale	Israel	8/4/2014	LIVE AMMUNITION	Israeli security forces
Male	8/3/2014	30	Adolescent	Palestinian	a-Shaburah (R.C)	Gaza Strip	2/7/2015	MISSILE	Israeli security forces
Male	8/3/2014	50	Adolescent	Palestinian	a-Shaburah (R.C)	Gaza Strip	10/4/2014	MISSILE	Israeli security forces
Male	8/3/2014	11	Children	Palestinian	Deir al-Balah	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	23	Adolescent	Palestinian	al-Maleawasi	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	36	Adolescent	Palestinian	Rafah	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	33	Adolescent	Palestinian	Jabalya	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	30	Adolescent	Palestinian	Gaza City	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	22	Adolescent	Palestinian	Rafah	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	22	Adolescent	Palestinian	Rafah	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	34	Adolescent	Palestinian	Jabalya	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	23	Adolescent	Palestinian	Jabalya	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	22	Adolescent	Palestinian	Jabalya	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	18	Adolescent	Palestinian	Rafah	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	61	Old	Palestinian	Rafah	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	29	Adolescent	Palestinian	Jabalya	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	16	Children	Palestinian	Rafah	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	24	Adolescent	Palestinian	a-Nuseirat R.C.	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	22	Adolescent	Palestinian	a-Nuseirat R.C.	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/3/2014	43	Adolescent	Palestinian	Rafah	Gaza Strip	8/3/2014	MISSILE	Israeli security forces
Male	8/2/2014	18	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	8/2/2014	MISSILE	Israeli security forces
Male	8/2/2014	30	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	8/2/2014	MISSILE	Israeli security forces
Male	8/2/2014	18	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	8/2/2014	MISSILE	Israeli security forces
Male	8/2/2014	46	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	8/2/2014	MISSILE	Israeli security forces
Male	8/2/2014	19	Adolescent	Palestinian	Rafah	Gaza Strip	8/2/2014	MISSILE	Israeli security forces
Male	8/2/2014	23	Adolescent	Palestinian	Rafah	Gaza Strip	8/2/2014	MISSILE	Israeli security forces
Male	8/2/2014	58	Adolescent	Palestinian	Gaza City	Gaza Strip	8/2/2014	shell	Israeli security forces
Male	8/2/2014	17	Adolescent	Palestinian	Rafah	Gaza Strip	8/2/2014	MISSILE	Israeli security forces
Male	8/2/2014	30	Adolescent	Palestinian	Rafah	Gaza Strip	8/2/2014	MISSILE	Israeli security forces
Male	8/2/2014	17	Adolescent	Palestinian	Rafah	Gaza Strip	8/2/2014	MISSILE	Israeli security forces
Male	8/2/2014	17	Adolescent	Palestinian	al-Maleaghazi R.C.	Gaza Strip	8/2/2014	shell	Israeli security forces
Male	8/2/2014	19	Adolescent	Palestinian	al-Maleaghazi R.C.	Gaza Strip	8/2/2014	shell	Israeli security forces
Male	8/2/2014	23	Adolescent	Palestinian	al-Maleaghazi R.C.	Gaza Strip	8/2/2014	shell	Israeli security forces
Male	8/1/2014	11	Children	Palestinian	Rafah	Gaza Strip	8/5/2014	MISSILE	Israeli security forces
Male	8/1/2014	24	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	23	Adolescent	Israeli	Rafah	Gaza Strip	8/1/2014	LIVE AMMUNITION	Palestinian civilians
Male	8/1/2014	20	Adolescent	Israeli	Rafah	Gaza Strip	8/1/2014	LIVE AMMUNITION	Palestinian civilians
Male	8/1/2014	26	Adolescent	Israeli	Rafah	Gaza Strip	8/1/2014	LIVE AMMUNITION	Palestinian civilians
Male	8/1/2014	17	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	19	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	26	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	36	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	21	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	37	Adolescent	Palestinian	Rafah	Gaza Strip	8/5/2014	MISSILE	Israeli security forces
Male	8/1/2014	63	Old	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	21	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	30	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	18	Adolescent	Palestinian	Kh. al-'Adas	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	33	Adolescent	Palestinian	Kh. al-'Adas	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	17	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	16	Children	Palestinian	Khan Yunis	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	15	Children	Palestinian	Khan Yunis	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Female	8/1/2014	21	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	18	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	66	Old	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Female	8/1/2014	44	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	19	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	21	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	20	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	25	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	54	Adolescent	Palestinian	Kh. al-'Adas	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	30	Adolescent	Palestinian	Kh. al-'Adas	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	15	Children	Palestinian	Kh. al-'Adas	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	19	Adolescent	Palestinian	Kh. al-'Adas	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	18	Adolescent	Palestinian	Kh. al-'Adas	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	17	Adolescent	Palestinian	Rafah	Gaza Strip	8/2/2014	MISSILE	Israeli security forces
Male	8/1/2014	28	Adolescent	Palestinian	Rafah	Gaza Strip	8/2/2014	MISSILE	Israeli security forces
Male	8/1/2014	47	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Female	8/1/2014	40	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	5	Children	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	23	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	12	Children	Palestinian	Khan Yunis	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Female	8/1/2014	15	Children	Palestinian	Khan Yunis	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Female	8/1/2014	4	Children	Palestinian	Khan Yunis	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	8	Children	Palestinian	Khan Yunis	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Female	8/1/2014	30	Adolescent	Palestinian	Khan Yunis	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	34	Adolescent	Palestinian	Khan Yunis	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	59	Adolescent	Palestinian	Khan Yunis	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	28	Adolescent	Palestinian	Khan Yunis	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	24	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	30	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	20	Adolescent	Palestinian	TulkarMale	West Bank	8/1/2014	LIVE AMMUNITION	Israeli security forces
Female	8/1/2014	8	Children	Palestinian	Khan Yunis	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	27	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	24	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	23	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	1	Children	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	2	Children	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	28	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Female	8/1/2014	23	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Female	8/1/2014	4	Children	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	25	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	57	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	33	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	42	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	23	Adolescent	Palestinian	Rafah	Gaza Strip	9/6/2014	MISSILE	Israeli security forces
Male	8/1/2014	36	Adolescent	Palestinian	Kh. al-'Adas	Gaza Strip	8/12/2014	MISSILE	Israeli security forces
Male	8/1/2014	26	Adolescent	Palestinian	al-Maleughraqa (Abu Maleidein)	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	20	Adolescent	Palestinian	Khuza'ah	Gaza Strip	8/1/2014	shell	Israeli security forces
Female	8/1/2014	73	Old	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	25	Adolescent	Palestinian	Gaza City	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	32	Adolescent	Palestinian	Gaza City	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	24	Adolescent	Palestinian	Gaza City	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	16	Children	Palestinian	Gaza City	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Female	8/1/2014	40	Adolescent	Palestinian	Shokat a-Sufi	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	25	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	20	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	42	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	29	Adolescent	Palestinian	Gaza City	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	18	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	20	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	19	Adolescent	Palestinian	Saffa	West Bank	8/1/2014	LIVE AMMUNITION	Israeli security forces
Male	8/1/2014	23	Adolescent	Palestinian	Kh. al-'Adas	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	40	Adolescent	Palestinian	Kh. al-'Adas	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	8/1/2014	21	Adolescent	Palestinian	Gaza City	Gaza Strip	8/1/2014	LIVE AMMUNITION	Israeli security forces
Male	8/1/2014	26	Adolescent	Palestinian	Rafah	Gaza Strip	8/1/2014	MISSILE	Israeli security forces
Male	7/31/2014	21	Adolescent	Palestinian	Khan Yunis	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Male	7/31/2014	7	Children	Palestinian	a-Zawaydah	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Male	7/31/2014	51	Adolescent	Palestinian	Khan Yunis R.C.	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Male	7/31/2014	45	Adolescent	Palestinian	Deir al-Balah	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Male	7/31/2014	39	Adolescent	Palestinian	Deir al-Balah	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Female	7/31/2014	26	Adolescent	Palestinian	Deir al-Balah	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Female	7/31/2014	48	Adolescent	Palestinian	Deir al-Balah	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Male	7/31/2014	21	Adolescent	Palestinian	Gaza City	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Male	7/31/2014	30	Adolescent	Palestinian	Deir al-Balah	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Male	7/31/2014	20	Adolescent	Palestinian	Gaza City	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Male	7/31/2014	25	Adolescent	Palestinian	Rafah	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Male	7/31/2014	22	Adolescent	Palestinian	al-Maleaghazi R.C.	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Male	7/31/2014	28	Adolescent	Palestinian	Khan Yunis R.C.	Gaza Strip	7/31/2014	MISSILE	Israeli security forces
Male	7/30/2014	20	Adolescent	Israeli	Bani Suheila	Gaza Strip	7/30/2014	BOMB	Palestinian civilians
Male	7/30/2014	21	Adolescent	Israeli	Bani Suheila	Gaza Strip	7/30/2014	BOMB	Palestinian civilians
Male	7/30/2014	21	Adolescent	Israeli	Bani Suheila	Gaza Strip	7/30/2014	BOMB	Palestinian civilians
Male	7/30/2014	18	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	7/30/2014	MISSILE	Israeli security forces
Male	7/30/2014	26	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	15	Children	Palestinian	Jabalya R.C.	Gaza Strip	12/25/2014	shell	Israeli security forces
Male	7/30/2014	31	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Female	7/30/2014	9	Children	Palestinian	Deir al-Balah	Gaza Strip	7/30/2014	MISSILE	Israeli security forces
Male	7/30/2014	44	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	2	Children	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	5	Children	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Female	7/30/2014	6	Children	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Female	7/30/2014	7	Children	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Female	7/30/2014	8	Children	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	69	Old	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Female	7/30/2014	3	Children	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Female	7/30/2014	8	Children	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	18	Adolescent	Palestinian	'Abasan al-Kabirah	Gaza Strip	7/30/2014	MISSILE	Israeli security forces
Male	7/30/2014	23	Adolescent	Palestinian	Rafah	Gaza Strip	7/30/2014	MISSILE	Israeli security forces
Male	7/30/2014	53	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	18	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	42	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	27	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	22	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	32	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	48	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	32	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	27	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	40	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	27	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	36	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	46	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	56	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	25	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	33	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	16	Children	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	23	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Female	7/30/2014	17	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	51	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	21	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	54	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	31	Adolescent	Palestinian	Jabalya R.C.	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	19	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	25	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	22	Adolescent	Palestinian	Gaza City	Gaza Strip	7/31/2014	shell	Israeli security forces
Male	7/30/2014	18	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	22	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	18	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	23	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	19	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	19	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	55	Adolescent	Palestinian	Gaza City	Gaza Strip	8/6/2014	shell	Israeli security forces
Male	7/30/2014	20	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	15	Children	Palestinian	Gaza City	Gaza Strip	8/5/2014	shell	Israeli security forces
Male	7/30/2014	29	Adolescent	Palestinian	Gaza City	Gaza Strip	10/10/2014	shell	Israeli security forces
Female	7/30/2014	27	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Female	7/30/2014	23	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	28	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	33	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Female	7/30/2014	3	Children	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	7	Children	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Female	7/30/2014	4	Children	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	2	Children	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
Male	7/30/2014	18	Adolescent	Palestinian	Gaza City	Gaza Strip	7/31/2014	shell	Israeli security forces
Male	7/30/2014	58	Adolescent	Palestinian	Gaza City	Gaza Strip	7/30/2014	shell	Israeli security forces
